coffee_id,Country_of_Origin,Altitude,Harvest_Year,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Overall,Total_Cup_Points,Moisture,Color,Category_One_Defects,Category_Two_Defects,Quakers
574,Mexico,1550.0,2012,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.83,0.12,Green,2,10,0.0
867,Mexico,1550.0,2012,Caturra,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,7.33,81.75,0.12,Green,10,14,0.0
1086,Mexico,1550.0,2012,Caturra,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.08,80.42,0.12,Green,4,16,0.0
1173,Mexico,1550.0,2012,Caturra,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10.0,10.0,7.0,79.5,0.12,Green,1,20,0.0
866,Mexico,1100.0,2012,Typica,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.25,81.75,0.11,Green,0,1,0.0
995,Mexico,1300.0,2012,Typica,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,10.0,7.08,81.08,0.12,Green,0,2,0.0
1047,Mexico,1200.0,2012,Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,7.5,80.75,0.11,Green,0,2,0.0
669,Mexico,1650.0,2012,Typica,Semi-washed / Semi-pulped,7.92,7.5,7.33,7.58,7.25,7.42,10.0,10.0,10.0,7.5,82.5,0.11,No informado,0,2,0.0
906,Mexico,1600.0,2012,Marigojipe,Natural / Dry,7.33,7.5,7.25,7.5,7.5,7.17,10.0,10.0,10.0,7.33,81.58,0.11,No informado,0,0,0.0
907,Mexico,1650.0,2012,Typica,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,10.0,10.0,8.67,7.67,81.58,0.11,No informado,0,2,0.0
868,Mexico,1650.0,2012,Typica,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,10.0,7.33,81.75,0.12,No informado,0,1,0.0
809,Mexico,940.0,2012,Typica,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.12,Green,0,1,0.0
1289,Mexico,1140.0,2012,Typica,Washed / Wet,7.0,6.58,6.67,6.83,7.08,6.83,10.0,6.67,10.0,6.67,74.33,0.14,Green,3,11,0.0
1204,Mexico,1200.0,2012,Typica,Washed / Wet,7.17,6.83,6.83,7.25,7.17,6.92,10.0,10.0,10.0,6.83,79.0,0.14,Green,7,38,0.0
167,Mexico,1350.0,2012,Typica,Washed / Wet,8.0,7.92,7.42,8.08,7.5,7.67,10.0,10.0,10.0,7.92,84.5,0.12,Green,0,0,0.0
1301,Mexico,1800.0,2012,Bourbon,Washed / Wet,6.5,6.67,6.42,7.17,7.33,6.5,8.0,6.0,10.0,6.42,71.0,0.11,Green,0,0,0.0
996,Mexico,1642.0,2012,Typica,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,10.0,7.25,81.08,0.11,Green,0,5,0.0
1264,Mexico,1100.0,2012,Typica,Washed / Wet,7.17,6.58,6.58,7.0,7.25,6.58,9.33,9.33,10.0,6.58,76.42,0.13,Green,0,14,0.0
744,Mexico,1338.0,2013,Mundo Novo,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.25,0.12,Blue-Green,0,4,0.0
830,Mexico,1650.0,2012,Other,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,7.5,81.92,0.12,Green,0,4,0.0
929,Mexico,1100.0,2012,Typica,Natural / Dry,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10.0,10.0,7.42,81.5,0.11,Green,0,3,0.0
856,Mexico,1250.0,2012,Typica,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,7.42,81.83,0.12,Green,0,10,0.0
788,Mexico,1300.0,2012,Typica,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,7.42,82.08,0.13,Green,0,7,0.0
695,Mexico,1300.0,2012,Typica,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.42,0.14,Green,0,9,0.0
1271,Mexico,1250.0,2012,Bourbon,Washed / Wet,7.08,6.83,6.83,7.17,7.17,7.08,10.0,7.33,10.0,6.58,76.08,0.12,Green,0,12,0.0
1029,Mexico,1186.0,2012,Typica,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,7.0,80.92,0.13,Green,0,12,0.0
1300,Mexico,800.0,2012,Mundo Novo,Washed / Wet,6.92,6.92,6.92,6.92,7.17,7.0,10.0,2.67,10.0,6.58,71.08,0.12,Green,4,24,0.0
732,Mexico,1300.0,2012,Typica,Washed / Wet,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,7.83,82.33,0.11,Green,0,0,0.0
490,Mexico,1400.0,2012,Other,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,83.08,0.1,No informado,0,1,0.0
628,Mexico,950.0,2012,Typica,Washed / Wet,7.5,7.58,7.58,7.58,7.42,7.42,10.0,10.0,10.0,7.58,82.67,0.12,No informado,0,0,0.0
947,Mexico,1100.0,2012,Typica,Washed / Wet,7.42,7.42,7.25,7.25,7.5,7.33,10.0,10.0,10.0,7.25,81.42,0.13,No informado,0,1,0.0
178,Mexico,900.0,2012,Pacamara,Washed / Wet,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,10.0,7.83,84.42,0.12,No informado,2,4,0.0
1055,Mexico,1200.0,2014,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,7.25,80.67,0.12,Green,0,4,0.0
686,Mexico,1296.0,2014,Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.58,82.42,0.11,Green,0,0,0.0
619,Mexico,1296.0,2014,Typica,Natural / Dry,7.67,7.58,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.67,0.11,Green,0,0,0.0
752,Mexico,900.0,2012,Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.25,0.1,Green,0,3,0.0
274,Mexico,1400.0,2012,Typica,Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,10.0,7.75,83.92,0.0,Green,0,2,0.0
1013,Mexico,1100.0,2012,Typica,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,7.5,81.0,0.0,Green,0,8,0.0
776,Mexico,1200.0,2012,Typica,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.17,0.1,Green,0,1,0.0
141,Mexico,1200.0,2012,Typica,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,7.92,84.67,0.13,No informado,0,3,0.0
651,Mexico,1150.0,2012,Typica,Washed / Wet,7.67,7.58,7.58,7.75,7.67,6.83,10.0,10.0,10.0,7.5,82.58,0.12,Green,0,0,0.0
1220,Mexico,1300.0,2012,Typica,Washed / Wet,7.92,7.58,7.58,7.92,7.92,7.5,8.0,6.67,10.0,7.5,78.58,0.1,No informado,0,1,0.0
1212,Mexico,1350.0,2012,Bourbon,Washed / Wet,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10.0,8.67,7.0,78.75,0.12,No informado,0,0,0.0
1039,Myanmar,1166.0,2015,Catuai,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,7.17,80.75,0.0,Green,0,2,0.0
841,Myanmar,1219.0,2015,Catuai,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,7.33,81.83,0.0,Green,0,2,0.0
1018,Myanmar,1067.0,2015,Other,Other,7.17,7.42,7.0,7.58,7.33,7.0,10.0,10.0,10.0,7.42,80.92,0.0,No informado,0,5,0.0
1124,Myanmar,1172.0,2015,Other,Washed / Wet,7.17,7.33,7.0,7.42,7.17,7.0,10.0,10.0,10.0,6.92,80.0,0.0,Green,0,4,0.0
1099,Myanmar,1307.0,2014,Catuai,Natural / Dry,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,7.25,80.25,0.0,Green,0,1,0.0
916,Myanmar,1219.0,2015,Catuai,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.42,81.5,0.0,Green,0,4,0.0
1074,Myanmar,1158.0,2015,Other,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,7.08,80.5,0.0,Green,0,2,0.0
573,"Tanzania, United Republic Of",1400.0,2012,Arusha,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.75,82.83,0.11,Green,0,5,0.0
783,"Tanzania, United Republic Of",1500.0,2014,Bourbon,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08,0.12,Green,0,5,0.0
463,"Tanzania, United Republic Of",1800.0,2014,Bourbon,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0.12,Green,0,1,0.0
443,"Tanzania, United Republic Of",,2016,Bourbon,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.17,0.12,Green,0,3,0.0
875,"Tanzania, United Republic Of",1800.0,2016,No informado,No informado,7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,10.0,7.58,81.67,0.0,Green,0,1,0.0
761,"Tanzania, United Republic Of",1600.0,2015/2016,Other,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,82.17,0.12,Green,0,1,0.0
1,Ethiopia,2075.0,2014,No informado,Washed / Wet,8.67,8.83,8.67,8.75,8.5,8.42,10.0,10.0,10.0,8.75,90.58,0.12,Green,0,0,0.0
5,Ethiopia,2075.0,2014,Other,Washed / Wet,8.25,8.5,8.25,8.5,8.42,8.33,10.0,10.0,10.0,8.58,88.83,0.12,Green,0,2,0.0
2,Ethiopia,2075.0,2014,Other,Washed / Wet,8.75,8.67,8.5,8.58,8.42,8.42,10.0,10.0,10.0,8.58,89.92,0.12,Green,0,1,0.0
11,Ethiopia,1905.0,2014,No informado,Natural / Dry,8.17,8.67,8.25,8.5,7.75,8.17,10.0,10.0,10.0,8.58,88.08,0.1,No informado,0,1,0.0
35,Ethiopia,1775.0,2014,No informado,Natural / Dry,8.0,8.08,7.92,8.0,8.08,8.08,10.0,10.0,10.0,8.08,86.25,0.1,Green,0,3,0.0
221,Ethiopia,1606.5,2014,Gesha,Natural / Dry,7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,10.0,7.75,84.17,0.1,Green,0,5,0.0
4,Ethiopia,2000.0,2014,No informado,Natural / Dry,8.17,8.58,8.42,8.42,8.5,8.25,10.0,10.0,10.0,8.67,89.0,0.11,Green,0,2,0.0
10,Ethiopia,1822.5,2014,Other,Natural / Dry,8.08,8.58,8.5,8.5,7.67,8.42,10.0,10.0,10.0,8.5,88.25,0.1,Green,0,4,0.0
360,Ethiopia,1600.0,2014,No informado,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.5,0.1,No informado,1,18,0.0
71,Ethiopia,1900.0,2015,No informado,Washed / Wet,7.75,7.83,7.83,8.17,7.92,7.83,10.0,10.0,10.0,8.08,85.42,0.1,Green,0,18,0.0
68,Ethiopia,1900.0,2015,Other,Natural / Dry,7.83,8.0,7.83,7.92,7.83,8.08,10.0,10.0,10.0,8.0,85.5,0.12,Green,0,7,0.0
60,Ethiopia,,2017,Caturra,Natural / Dry,7.83,8.0,7.83,8.17,7.92,8.0,10.0,10.0,10.0,8.0,85.75,0.09,No informado,0,7,4.0
89,Ethiopia,,2016,Other,Natural / Dry,7.75,8.0,7.58,8.0,8.0,7.92,10.0,10.0,10.0,7.83,85.08,0.11,Green,0,8,1.0
282,Ethiopia,1676.5,2014,No informado,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,7.75,83.83,0.12,Green,0,4,0.0
57,Ethiopia,1900.0,2014,No informado,Washed / Wet,7.83,8.08,7.92,8.08,8.0,7.92,10.0,10.0,10.0,8.0,85.83,0.1,Green,0,4,0.0
587,El Salvador,1250.0,2017,Bourbon,Washed / Wet,7.67,7.67,7.17,7.33,7.58,7.67,10.0,10.0,10.0,7.67,82.75,0.0,No informado,0,4,0.0
535,El Salvador,1350.0,2017,Bourbon,Washed / Wet,7.5,7.5,7.75,7.58,7.92,7.83,10.0,10.0,9.33,7.5,82.92,0.0,Green,0,1,0.0
820,El Salvador,1250.0,2014,Bourbon,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,7.33,81.92,0.11,Green,0,2,0.0
383,El Salvador,1330.0,2016,Bourbon,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.42,0.11,No informado,0,0,0.0
563,El Salvador,1250.0,2016,Pacas,Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,10.0,7.33,82.83,0.0,Green,0,4,0.0
450,El Salvador,1350.0,2016,Bourbon,Washed / Wet,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,7.5,83.17,0.0,Green,0,0,0.0
1000,El Salvador,1450.0,2017,Bourbon,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,10.0,7.25,81.0,0.0,Green,0,6,2.0
126,El Salvador,1350.0,2016,Bourbon,Washed / Wet,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,8.0,84.67,0.0,Blue-Green,0,2,0.0
739,El Salvador,1500.0,2014,Bourbon,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,0.12,Green,0,0,0.0
1159,El Salvador,1250.0,2016,Bourbon,Washed / Wet,7.25,7.08,7.0,6.83,7.33,7.17,10.0,10.0,10.0,7.0,79.67,0.0,Bluish-Green,0,12,0.0
611,El Salvador,1200.0,2016,Pacas,Washed / Wet,7.67,7.67,7.67,7.67,7.5,7.67,10.0,10.0,9.33,7.5,82.67,0.0,Green,0,7,0.0
639,Indonesia,1250.0,2015,Typica,Semi-washed / Semi-pulped,7.83,7.58,7.42,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.58,0.13,Blue-Green,0,6,0.0
540,Philippines,1200.0,2015,Other,Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.92,0.11,Blue-Green,0,1,0.0
584,Indonesia,1500.0,2017,Sulawesi,Other,7.5,7.58,7.42,7.58,7.58,7.5,10.0,10.0,10.0,7.58,82.75,0.12,Blue-Green,0,15,0.0
778,Indonesia,1300.0,2017,Bourbon,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.33,82.08,0.15,No informado,0,3,0.0
655,Indonesia,1250.0,2017,Other,Washed / Wet,7.83,7.75,7.25,7.5,7.42,7.33,10.0,10.0,10.0,7.42,82.5,0.11,Green,0,5,0.0
127,Indonesia,1200.0,2016,Java,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.92,84.67,0.12,Green,0,7,0.0
1234,Indonesia,1300.0,2016,Java,Washed / Wet,6.92,6.83,6.92,6.92,6.92,6.83,10.0,10.0,10.0,6.83,78.17,0.13,No informado,0,1,0.0
333,Indonesia,1400.0,2012,Typica,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,7.58,83.67,0.12,Green,0,0,0.0
232,Indonesia,,2017,Mandheling,Natural / Dry,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,7.75,84.13,0.12,Bluish-Green,0,0,0.0
375,Indonesia,1600.0,23-Jul-10,No informado,No informado,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,10.0,7.58,83.5,0.0,No informado,0,0,0.0
495,Indonesia,1350.0,2010,No informado,No informado,7.67,7.58,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.5,83.08,0.0,No informado,0,0,0.0
930,Indonesia,1400.0,2012,Other,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,10.0,7.17,81.5,0.12,Green,0,0,0.0
588,Costa Rica,1850.0,2016,Caturra,Washed / Wet,7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.67,82.75,0.09,Bluish-Green,0,1,0.0
786,Costa Rica,,2013,Caturra,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.08,0.11,Green,0,2,0.0
379,Costa Rica,1850.0,2016,Caturra,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,83.42,0.09,Blue-Green,0,4,0.0
220,Costa Rica,1850.0,2014,Caturra,Washed / Wet,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,7.83,84.17,0.0,Blue-Green,0,0,0.0
1053,Costa Rica,,2015,Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,8.0,80.67,0.11,Blue-Green,0,4,0.0
277,Costa Rica,1850.0,2015,Caturra,Washed / Wet,7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,10.0,7.83,83.83,0.0,Blue-Green,0,0,0.0
321,Costa Rica,1350.0,No informado,No informado,No informado,7.33,7.67,7.67,7.5,7.67,7.5,10.0,10.0,10.0,8.33,83.67,0.11,Blue-Green,0,1,0.0
884,Costa Rica,1850.0,2013,Caturra,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,8.08,81.67,0.11,Green,0,3,0.0
899,Costa Rica,,2015,Caturra,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,7.25,81.58,0.12,Green,0,1,0.0
354,Costa Rica,1850.0,2015,Caturra,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.83,83.5,0.0,Blue-Green,0,0,0.0
710,Costa Rica,1850.0,2015,Caturra,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,7.5,82.33,0.1,Bluish-Green,6,3,1.0
172,Costa Rica,1300.0,2016,Caturra,Washed / Wet,7.58,7.83,7.83,8.0,7.67,7.58,10.0,10.0,10.0,7.92,84.42,0.1,Blue-Green,0,3,0.0
159,Costa Rica,1200.0,2017 / 2018,Caturra,Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,10.0,10.0,10.0,8.0,84.5,0.1,Bluish-Green,0,2,0.0
129,Costa Rica,1150.0,2015,Catuai,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,7.92,84.67,0.1,Blue-Green,0,2,0.0
419,Costa Rica,,2015,No informado,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,7.67,83.25,0.11,No informado,0,0,0.0
711,Costa Rica,1550.0,2015,Catuai,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,7.33,82.33,0.0,Green,0,0,2.0
1247,Nicaragua,1000.0,2016,No informado,No informado,7.42,7.0,7.0,7.17,7.08,7.0,9.33,8.67,10.0,7.17,77.83,0.1,Bluish-Green,0,0,0.0
213,Costa Rica,1700.0,2016,Caturra,Washed / Wet,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,8.0,84.17,0.09,Bluish-Green,0,2,0.0
512,Costa Rica,1200.0,2013,Catuai,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.67,83.0,0.11,Green,0,3,0.0
284,Costa Rica,1300.0,2013,Catuai,Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,10.0,7.67,83.83,0.1,Green,0,3,0.0
804,Costa Rica,1300.0,2013,Catuai,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,7.33,82.0,0.1,Green,0,4,0.0
134,Costa Rica,1200.0,2014,Catuai,Washed / Wet,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,8.0,84.67,0.11,Green,0,4,0.0
486,Costa Rica,1300.0,2014,Catuai,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.5,83.08,0.1,Green,0,3,0.0
981,Costa Rica,1300.0,2014,Catuai,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10.0,10.0,10.0,7.25,81.17,0.11,Green,0,3,0.0
407,Costa Rica,1200.0,2013,Catuai,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,8.0,83.33,0.11,Green,0,3,0.0
644,Costa Rica,1300.0,2013,Catuai,Washed / Wet,7.67,7.42,7.5,7.67,7.0,7.75,10.0,10.0,10.0,7.58,82.58,0.11,Green,0,3,0.0
34,Costa Rica,1300.0,2015/2016,Caturra,Washed / Wet,8.17,7.83,8.0,8.08,7.83,8.0,10.0,10.0,10.0,8.42,86.33,0.0,Blue-Green,0,0,0.0
56,Panama,1600.0,2017,Gesha,Washed / Wet,8.0,8.0,7.92,8.08,7.83,8.0,10.0,10.0,10.0,8.0,85.83,0.08,Bluish-Green,0,0,1.0
131,Costa Rica,1750.0,2014,Caturra,Washed / Wet,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,7.92,84.67,0.12,Green,0,0,0.0
162,Costa Rica,1700.0,2014,Caturra,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,7.92,84.5,0.11,Green,0,0,0.0
599,Colombia,1300.0,2013,Caturra,Washed / Wet,7.58,7.33,7.17,7.33,7.25,8.58,10.0,10.0,10.0,7.5,82.75,0.1,Green,0,2,0.0
1032,Guatemala,1200.0,2013,Caturra,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,7.08,80.83,0.11,Green,0,1,0.0
992,Costa Rica,1500.0,2014,Caturra,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,7.17,81.08,0.13,Green,0,0,0.0
363,Guatemala,1400.0,2013,Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,7.75,83.5,0.1,Green,0,0,0.0
720,Colombia,1300.0,2013,Caturra,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,10.0,7.5,82.33,0.1,Green,0,2,0.0
685,Guatemala,1400.0,2013,Caturra,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,10.0,7.33,82.42,0.1,Green,0,0,0.0
218,Nicaragua,1000.0,2015,Caturra,Natural / Dry,7.67,7.83,7.83,7.5,7.67,7.83,10.0,10.0,10.0,7.83,84.17,0.12,Bluish-Green,0,0,0.0
844,Costa Rica,1300.0,2015,Caturra,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,7.42,81.83,0.09,Green,0,0,0.0
975,Costa Rica,1300.0,2015,Caturra,Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,10.0,7.42,81.17,0.11,Bluish-Green,0,0,0.0
782,Costa Rica,1300.0,2015,Caturra,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,82.08,0.0,Blue-Green,0,0,0.0
1244,Costa Rica,1200.0,2014,Caturra,Washed / Wet,7.5,7.25,7.42,7.0,7.08,6.83,8.67,9.33,10.0,6.83,77.92,0.12,Green,2,4,0.0
1299,Costa Rica,1200.0,2014,Caturra,Washed / Wet,6.33,6.5,6.33,6.83,6.33,6.5,10.0,6.67,10.0,6.25,71.75,0.11,Green,0,7,0.0
917,Costa Rica,1200.0,2014,Caturra,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,7.33,81.5,0.12,Green,1,2,0.0
120,Ethiopia,1750.0,2009/2010,No informado,No informado,7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,7.92,84.83,0.1,No informado,0,4,0.0
179,Ethiopia,,2009/2010,No informado,No informado,7.5,7.75,7.83,7.92,7.92,7.75,10.0,10.0,10.0,7.75,84.42,0.2,No informado,0,2,0.0
9,Ethiopia,1635.0,Mar-10,No informado,No informado,8.67,8.67,8.58,8.42,8.33,8.42,9.33,10.0,9.33,8.67,88.42,0.03,No informado,0,0,0.0
83,Ethiopia,,2009/2010,Typica,No informado,7.92,7.83,7.75,8.33,7.75,7.75,10.0,10.0,10.0,8.0,85.33,0.1,No informado,0,3,0.0
295,Ethiopia,,2010,No informado,No informado,7.58,7.83,7.58,8.0,7.83,7.5,10.0,10.0,10.0,7.5,83.83,0.1,No informado,0,3,0.0
1130,Ethiopia,,2010,No informado,No informado,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,80.0,0.05,No informado,0,2,0.0
95,Ethiopia,,2010,No informado,No informado,7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,10.0,7.83,85.08,0.0,No informado,0,5,0.0
27,Ethiopia,,2009/2010,No informado,No informado,7.83,8.25,8.08,8.17,8.17,8.17,10.0,10.0,10.0,8.25,86.92,0.05,No informado,0,2,0.0
51,Ethiopia,1750.0,2009/2010,No informado,No informado,7.75,8.08,8.0,8.25,8.0,8.0,10.0,10.0,10.0,7.92,86.0,0.01,No informado,0,4,0.0
39,Ethiopia,,2009/2010,No informado,No informado,7.92,7.75,8.08,8.08,8.08,8.17,10.0,10.0,10.0,8.17,86.25,0.1,No informado,0,2,0.0
15,Ethiopia,1635.0,Mar-10,No informado,No informado,8.25,8.33,8.5,8.25,8.58,8.75,9.33,10.0,9.33,8.5,87.83,0.05,No informado,0,2,0.0
1094,Ethiopia,,2010,No informado,No informado,7.25,7.25,7.25,7.33,7.5,8.0,9.33,9.33,10.0,7.08,80.33,0.1,No informado,0,1,0.0
82,Ethiopia,,2009/2010,No informado,No informado,7.83,7.83,7.92,8.08,7.75,7.83,10.0,10.0,10.0,8.08,85.33,0.05,No informado,0,2,0.0
478,Ethiopia,1850.0,August to December,No informado,No informado,7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92,83.17,0.01,No informado,0,0,0.0
119,Ethiopia,1750.0,2009/2010,No informado,No informado,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,8.0,84.83,0.1,No informado,0,2,0.0
144,Ethiopia,1750.0,2009/2010,No informado,No informado,7.42,7.75,7.75,8.0,8.0,7.92,10.0,10.0,10.0,7.83,84.67,0.2,No informado,0,3,0.0
18,Ethiopia,,2009/2010,No informado,No informado,8.17,8.33,8.25,8.33,8.42,8.33,9.33,10.0,9.33,8.83,87.33,0.05,No informado,0,2,0.0
8,Ethiopia,1635.0,Mar-10,No informado,No informado,8.25,8.33,8.5,8.42,8.33,8.5,10.0,10.0,9.33,9.0,88.67,0.03,No informado,0,0,0.0
444,Peru,,2017,No informado,No informado,7.92,7.5,7.5,7.58,7.67,7.5,10.0,10.0,10.0,7.5,83.17,0.11,Green,0,0,1.0
